id,is_pyq,question_number,total_marks,pyq_year,month,paper_number,Time Zone,question_text,tags,section,subject,explanation,calculator,correct_answer,difficulty,created_at,image_url,solution_steps,solution_image,question_type,mark_allocation,board,grade,topic,subtopic,source,paper_type,updated_at,created_by,is_active,year,options
,TRUE,11,16,2022,Nov,Paper 1,TZ0,"Consider a three-digit code $a b c$, where each of $a, b$ and $c$ is assigned one of the values $1,2,3,4$ or 5 .\\
(a) Find the total number of possible codes\\
(i) assuming that each value can be repeated (for example, 121 or 444);\\
(ii) assuming that no value is repeated.

Let $P(x)=x^{3}+a x^{2}+b x+c$, where each of $a, b$ and $c$ is assigned one of the values $1,2,3,4$ or 5 . Assume that no value is repeated.

Consider the case where $P(x)$ has a factor of $\left(x^{2}+3 x+2\right)$.\\
(b) (i) Find an expression for $b$ in terms of $a$.\\
(ii) Hence show that the only way to assign the values is $a=4, b=5$ and $c=2$.\\
(iii) Express $P(x)$ as a product of linear factors.\\
(iv) Hence or otherwise, sketch the graph of $y=P(x)$, clearly showing the coordinates of any intercepts with the axes.","Counting Principles
Polynomials","1. Numbers and Algebra
2. Functions",HL,"\begin{enumerate}
  \setcounter{enumi}{10}
  \item (a) (i) $5^{3}$\\
(ii) ${ }^{5} P_{3}=5 \times 4 \times 3$\\
$=60$\\
(b) (i) METHOD 1\\
$x^{2}+3 x+2=(x+1)(x+2)$\\
correct use of factor theorem for at least one of their factors\\
$P(-1)=0$ or $P(-2)=0$\\
attempt to find two equations in $a, b$ and $c$\\
$(-1)^{3}+a(-1)^{2}+b(-1)+c=0(\Rightarrow-1+a-b+c=0)$\\
$(-2)^{3}+a(-2)^{2}+b(-2)+c=0$\\
$-8+4 a-2 b+c=0$ and $-1+a-b+c=0$\\
attempt to combine their two equations in $-8+4 a-2 b+c=0$ to eliminate $c$ $b=3 a-7$
\end{enumerate}



\section*{METHOD 2}
$P(x)=x^{3}+a x^{2}+b x+c=\left(x^{2}+3 x+2\right)(x+d)$\\
$=x^{3}+(3+d) x^{2}+(2+3 d) x+2 d$\\
attempt to compare coefficients of $x^{2}$ and $x$\\
$a=3+d$ and $b=2+3 d$\\
attempt to eliminate $d$\\
$\Rightarrow b=3 a-7$

\section*{METHOD 3}
attempt to divide $x^{3}+a x^{2}+b x+c$ by $x^{2}+3 x+2$\\
$\frac{x^{3}+a x^{2}+b x+c}{x^{2}+3 x+2}=(x+a-3)+\frac{(-3 a+b+7) x+(c-2 a+6)}{x^{2}+3 x+2}$\\


\section*{METHOD 4}
$x^{2}+3 x+2=(x+1)(x+2)$\\
attempt to use Vieta's formulae for a cubic with roots $-1,-2$ and "" $p$ ""\\
$(-1)+(-2)+p=-a(\Rightarrow p=3-a)$\\
$(-1)(-2)+(-1) p+(-2) p=b$\\
Attempt to eliminate "" $p$ ""\\
$2-(3-a)-2(3-a)=b$\\
$b=3 a-7$\\

(ii) METHOD 1\\
$a=1,2,5$ lead to invalid values for $b$\\
$a=3, b=2 \Rightarrow c=0$ so not possible\\
so $a=4, b=5, c=2$ is the only solution

\section*{METHOD 2}
$c=2 a-6$ R1\\
correctly argues $a=4$ is the only possibility R1\\
so $a=4, b=5, c=2$ is the only solution\\
(iii) $x^{3}+4 x^{2}+5 x+2=\left(x^{2}+3 x+2\right)(x+1)$\\
$=(x+2)(x+1)(x+1)$


(iv)\\
\includegraphics[width=0.4\textwidth]{2024_10_08_34d480a447f7df3ff78cg-25}\\
positive cubic shape with $y$-intercept at $(0,2) \quad \boldsymbol{A 1}$\\
$x$-intercept at $(-2,0)$ and local maximum point anywhere between $x=-2$ and $x=-1 \quad$ A1\\
local minimum point at $(-1,0) \quad$ A1\\",Calculator Not Allowed,,,,,,,,,IBDP,,,,,,,,TRUE,2025,
,TRUE,12,18,2022,Nov,Paper 1,TZ0,"Let $z_{n}$ be the complex number defined as $z_{n}=\left(n^{2}+n+1\right)+\mathrm{i}$ for $n \in \mathbb{N}$.\\
(a) (i) Find $\arg \left(z_{0}\right)$.\\
(ii) Write down an expression for $\arg \left(z_{n}\right)$ in terms of $n$.

Let $w_{n}=z_{0} z_{1} z_{2} z_{3} \ldots z_{n-1} z_{n}$ for $n \in \mathbb{N}$.\\
(b) (i) Show that $\arctan (a)+\arctan (b)=\arctan \left(\frac{a+b}{1-a b}\right)$ for $a, b \in \mathbb{R}^{+}, a b<1$.\\
(ii) Hence or otherwise, show that $\arg \left(w_{1}\right)=\arctan (2)$.\\
(c) Prove by mathematical induction that $\arg \left(w_{n}\right)=\arctan (n+1)$ for $n \in \mathbb{N}$.",Complex Numbers,1. Numbers and Algebra,HL,"(a) (i) $z_{0}=1+\mathrm{i}$

$$
\arg \left(z_{0}\right)=\arctan (1)=\frac{\pi}{4}=45^{\circ}
$$


(ii) $\quad \arg \left(z_{n}\right)=\arctan \left(\frac{1}{n^{2}+n+1}\right)$\\
(b) (i) attempt to use the compound angle formula for tan

$$
\begin{aligned}
& \tan (\arctan (a)+\arctan (b))=\frac{\tan (\arctan (a))+\tan (\arctan (b))}{1-\tan (\arctan (a)) \tan (\arctan (b))} \\
& =\frac{a+b}{1-a b} \\
& \Rightarrow \arctan (a)+\arctan (b)=\arctan \left(\frac{a+b}{1-a b}\right)
\end{aligned}
$$

(ii) METHOD 1

$$
\begin{aligned}
& \arg \left(w_{1}\right)=\arg \left(z_{0} z_{1}\right)=\arg \left(z_{0}\right)+\arg \left(z_{1}\right) \\
& =\arctan (1)+\arctan \left(\frac{1}{3}\right) \\
& =\arctan \left(\frac{1+\frac{1}{3}}{1-\frac{1}{3}}\right) \\
& =\arctan (2)
\end{aligned}
$$

\section*{METHOD 2}

\begin{align*}
& w_{1}=z_{0} z_{1}=(1+\mathrm{i})(3+\mathrm{i})  \tag{M1}\\
& =2+4 \mathrm{i} \\
& \arg \left(w_{1}\right)=\arctan \left(\frac{4}{2}\right) \text { or labelled Argand diagram } \\
& =\arctan (2)
\end{align*}



(c) let $n=0$

$$
\begin{aligned}
& \text { LHS }=\arg \left(w_{0}\right)=\arg \left(z_{0}\right)=\arctan (1)\left(=\frac{\pi}{4}\right) \\
& \text { RHS }=\arctan (1)\left(=\frac{\pi}{4}\right) \text { so LHS = RHS }
\end{aligned}
$$


assume true for $n=k$, $\left(\right.$ so $\left.\arg \left(w_{k}\right)=\arctan (k+1)\right)$\\


\begin{align*}
& \arg \left(w_{k+1}\right) \\
& =\arg \left(w_{k} z_{k+1}\right)\left(=\arg \left(w_{k}\right)+\arg \left(z_{k+1}\right)\right)  \tag{M1}\\
& =\arctan (k+1)+\arctan \left(\frac{1}{(k+1)^{2}+(k+1)+1}\right)
\end{align*}


$=\arctan \left(\frac{(k+1)+\left(\frac{1}{(k+1)^{2}+(k+1)+1}\right)}{1-(k+1)\left(\frac{1}{(k+1)^{2}+(k+1)+1}\right)}\right)$\\
$=\arctan \left(\frac{(k+1)+\left(\frac{1}{k^{2}+3 k+3}\right)}{1-(k+1)\left(\frac{1}{k^{2}+3 k+3}\right)}\right)$\\
$=\arctan \left(\frac{(k+1)\left(k^{2}+3 k+3\right)+1}{\left(k^{2}+3 k+3\right)-(k+1)}\right)$



$$
\begin{aligned}
& =\arctan \left(\frac{k^{3}+4 k^{2}+6 k+4}{k^{2}+2 k+2}\right) \\
& =\arctan \left(\frac{(k+2)\left(k^{2}+2 k+2\right)}{k^{2}+2 k+2}\right) \\
& =\arctan (k+2)(=\arctan ((k+1)+1))
\end{aligned}
$$

since true for $n=0$, and true for $n=k+1$ if true for $n=k$, the statement is true for all $n \in \mathbb{N}$ by mathematical inductionR1",Calculator Not Allowed,,,,,,,,,IBDP,,,,,,,,TRUE,2025,
,TRUE,1,7,2023,May,Paper 1,TZ1,"The function $f$ is defined by $f(x)=\frac{7 x+7}{2 x-4}$ for $x \in \mathbb{R}, x \neq 2$.\\
(a) Find the zero of $f(x)$.\\
(b) For the graph of $y=f(x)$, write down the equation of\\
(i) the vertical asymptote;\\
(ii) the horizontal asymptote.\\
(c) Find $f^{-1}(x)$, the inverse function of $f(x)$. \\","Properties of Functions
Rational Functions",2. Functions,HL,"(a) recognizing $f(x)=0$\\
$x=-1$\\
(b) (i) $\quad x=2$ (must be an equation with $x$ )\\
(ii) $y=\frac{7}{2}$ (must be an equation with $y$ ) \\
(c) EITHER\\
interchanging $x$ and $y$\\
$2 x y-4 x=7 y+7$\\
correct working with $y$ terms on the same side: $2 x y-7 y=4 x+7$
\end{enumerate}

OR\\
$2 y x-4 y=7 x+7$\\
correct working with $x$ terms on the same side: $2 y x-7 x=4 y+7$\\
interchanging $x$ and $y$ OR making $x$ the subject $x=\frac{4 y+7}{2 y-7}$

\section*{THEN}
$$
f^{-1}(x)=\frac{4 x+7}{2 x-7} \text { (or equivalent) }\left(x \neq \frac{7}{2}\right)
$$
",Calculator Not Allowed,,,,,,,,,IBDP,,,,,,,,TRUE,2025,
,TRUE,2,6,2023,May,Paper 1,TZ1,"On a Monday at an amusement park, a sample of 40 visitors was randomly selected as they were leaving the park. They were asked how many times that day they had been on a ride called The Dragon. This information is summarized in the following frequency table.

\begin{center}
\begin{tabular}{|c|c|}
\hline
\begin{tabular}{c}
Number of times on \\
The Dragon \\
\end{tabular} & Frequency \\
\hline
0 & 6 \\
\hline
1 & 16 \\
\hline
2 & 13 \\
\hline
3 & 2 \\
\hline
4 & 3 \\
\hline
\end{tabular}
\end{center}

It can be assumed that this sample is representative of all visitors to the park for the following day.\\
(a) For the following day, Tuesday, estimate\\
(i) the probability that a randomly selected visitor will ride The Dragon;\\
(ii) the expected number of times a visitor will ride The Dragon.

It is known that 1000 visitors will attend the amusement park on Tuesday. The Dragon can carry a maximum of 10 people each time it runs.\\
(b) Estimate the minimum number of times The Dragon must run to satisfy demand. \\",Probability,4. Statistics and Probability,HL,"(a) (i) summing frequencies of riders or finding complement probability $=\frac{34}{40}$\\
(ii) attempt to find expected value
$\frac{16}{40}+\left(2 \times \frac{13}{40}\right)+\left(3 \times \frac{2}{40}\right)+\left(4 \times \frac{3}{40}\right)$
\end{enumerate}

$$
\frac{60}{40}(=1.5)
$$

(b) evidence of their rides/visitor $\times 1000$ or $\div 10$",Calculator Not Allowed,,,,,,,,,IBDP,,,,,,,,TRUE,2025,
,TRUE,3,6,2023,May,Paper 1,TZ1,"Solve $\cos 2 x=\sin x$, where $-\pi \leq x \leq \pi$. \\",Trigonometric Functions,3. Geometry and Trigonometry,HL,"$1-2 \sin ^{2} x=\sin x \quad$ 
$2 \sin ^{2} x+\sin x-1=0$
valid attempt to solve quadratic
$(2 \sin x-1)(\sin x+1)$ OR $\frac{-1 \pm \sqrt{1-4(2)(-1)}}{2(2)}$
recognition to solve for $\sin x$
$\sin x=\frac{1}{2}$ OR $\sin x=-1$
any correct solution from $\sin x=-1$
any correct solution from $\sin x=\frac{1}{2}$
$x=-\frac{\pi}{2}, \frac{\pi}{6}, \frac{5 \pi}{6}$",Calculator Not Allowed,,,,,,,,,IBDP,,,,,,,,TRUE,2025,
,TRUE,4,6,2023,May,Paper 1,TZ1,Find the range of possible values of $k$ such that $\mathrm{e}^{2 x}+\ln k=3 \mathrm{e}^{x}$ has at least one real solution. \\,"Exponents and Logs
Quadratics","1. Numbers and Algebra
2. Functions",HL,"recognition of quadratic in $\mathrm{e}^{x}$\\
$\left(\mathrm{e}^{x}\right)^{2}-3 \mathrm{e}^{x}+\ln k(=0)$ OR $A^{2}-3 A+\ln k(=0)$\\
recognizing discriminant $\geq 0$ (seen anywhere)\\
$(-3)^{2}-4(1)(\ln k)$ OR $9-4 \ln k$\\
$\ln k \leq \frac{9}{4} \quad$ 
$\mathrm{e}^{9 / 4}$ (seen anywhere) 
$0<k \leq \mathrm{e}^{9 / 4}$",Calculator Not Allowed,,,,,,,,,IBDP,,,,,,,,TRUE,2025,
,TRUE,5,6,2023,May,Paper 1,TZ1,"The function $f$ is defined by $f(x)=\sin q x$, where $q>0$. The following diagram shows part of the graph of $f$ for $0 \leq x \leq 4 m$, where $x$ is in radians. There are $x$-intercepts at $x=0,2 m$ and $4 m$.

\includegraphics[width=0.4\textwidth]{2024_09_19_c29dbc4308b1eba6aae0g-08}\\
(a) Find an expression for $m$ in terms of $q$.

The function $g$ is defined by $g(x)=3 \sin \frac{2 q x}{3}$, for $0 \leq x \leq 6 m$.\\
(b) On the axes above, sketch the graph of $g$. \\","Trigonometric Functions
Transformations of Functions","3. Geometry and Trigonometry
2. Functions",HL,"(a) recognition that period is $4 m$ OR substitution of a point on $f$ (except the origin)

$$
\begin{aligned}
& 4 m=\frac{2 \pi}{q} \text { OR } 1=\sin q m \\
& m=\frac{\pi}{2 q}
\end{aligned}
$$

(b) horizontal scale factor is $\frac{3}{2}$ (seen anywhere)

\includegraphics[width=0.4\textwidth]{2024_10_08_97dcc1f2247cc95320b3g-11}",Calculator Not Allowed,,,,,,,,,IBDP,,,,,,,,TRUE,2025,
,TRUE,6,5,2023,May,Paper 1,TZ1,"The side lengths, $x \mathrm{~cm}$, of an equilateral triangle are increasing at a rate of $4 \mathrm{~cm} \mathrm{~s}^{-1}$.\\
Find the rate at which the area of the triangle, $A \mathrm{~cm}^{2}$, is increasing when the side lengths are $5 \sqrt{3} \mathrm{~cm}$. \\",Differential Calculus,5. Calculus,HL,"$\quad A=\frac{1}{2} x^{2} \sin \frac{\pi}{3}$ OR $A=\frac{1}{2} x^{2} \sin 60^{\circ}$ OR triangle height $h=\sqrt{x^{2}-\left(\frac{x}{2}\right)^{2}}\left(=\frac{\sqrt{3}}{2} x\right)$\\
$=\frac{1}{2} x^{2}\left(\frac{\sqrt{3}}{2}\right)$ OR $A=\frac{1}{2} x\left(\frac{\sqrt{3}}{2} x\right)\left(=\frac{\sqrt{3}}{4} x^{2}\right)$\\

attempt to use chain rule or implicit differentiation\\
$\frac{\mathrm{d} A}{\mathrm{~d} t}=\frac{\mathrm{d} A}{\mathrm{~d} x} \times \frac{\mathrm{d} x}{\mathrm{~d} t}$\\
$\frac{\mathrm{d} A}{\mathrm{~d} t}=\frac{\sqrt{3}}{4} \times 2 x \frac{\mathrm{~d} x}{\mathrm{~d} t} \mathrm{OR} \frac{\mathrm{d} A}{\mathrm{~d} t}=\frac{1}{2} \times \sin \frac{\pi}{3} \times 2 x \frac{\mathrm{~d} x}{\mathrm{~d} t}$\\
$=\frac{2 \sqrt{3}}{4} \times 5 \sqrt{3} \times 4$\\
$\frac{\mathrm{d} A}{\mathrm{~d} t}=30\left(\mathrm{~cm}^{2} \mathrm{~s}^{-1}\right)$\\

",Calculator Not Allowed,,,,,,,,,IBDP,,,,,,,,TRUE,2025,
,TRUE,7,6,2023,May,Paper 1,TZ1,"Consider $P(z)=4 m-m z+\frac{36}{m} z^{2}-z^{3}$, where $z \in \mathbb{C}$ and $m \in \mathbb{R}^{+}$.\\
Given that $z-3 \mathrm{i}$ is a factor of $P(z)$, find the roots of $P(z)=0$.\\",Complex Numbers,1. Numbers and Algebra,HL,"METHOD 1
3 i (is a root) 
(other complex root is) -3 i


\section*{EITHER}
attempt to find $P(3 \mathrm{i})=0$ or $P(-3 \mathrm{i})=0$\\
$4 m-3 m \mathrm{i}+\frac{36}{m}(3 \mathrm{i})^{2}-(3 \mathrm{i})^{3}=0$\\
$4 m-3 m \mathrm{i}-\frac{36}{m}(-9)+27 \mathrm{i}=0$\\
attempt to equate the real or imaginary parts\\
$27-3 m=0 \quad$ OR $9 \times \frac{36}{m}=4 m$

\section*{OR}
attempt to equate sum of three roots to $\frac{36}{m}$\\

$3 \mathrm{i}-3 \mathrm{i}+r=\frac{36}{m}\left(\Rightarrow r=\frac{36}{m}\right)$\\
substitute their $r$ into product of roots\\
$(3 \mathrm{i})(-3 \mathrm{i})\left(\frac{36}{m}\right)=4 m$ OR $\left(z^{2}+9\right)\left(\frac{36}{m}-z\right)$\\
$9 \times \frac{36}{m}=4 m \quad$ OR $\quad \frac{4 m}{9}=\frac{36}{m}$


\section*{OR}
attempt to equate product of three roots to $4 m$\\

$(3 \mathrm{i})(-3 \mathrm{i}) \times r=4 m\left(\Rightarrow r=\frac{4 m}{9}\right)$\\
substitute their $r$ into sum of roots\\
$3 \mathrm{i}-3 \mathrm{i}+\frac{4 m}{9}=\frac{36}{m}$ OR $\left(z^{2}+9\right)\left(\frac{4 m}{9}-z\right)$\\
$\frac{4 m}{9}=\frac{36}{m}$\\
THEN\\
$m=9$\\
third root is 4


\section*{METHOD 2}
$3 i$ (is a root)A1(other complex root is) -3 i ..... A1recognition that the other factor is $(z+3 \mathrm{i})$ and attempt to write $P(z)$ as product of threelinear factors or as product of a quadratic and a linear factor

$$
P(z)=(z-3 \mathrm{i})(z+3 \mathrm{i})(r-z) \text { OR }(z-3 \mathrm{i})(z+3 \mathrm{i})=z^{2}+9 \Rightarrow P(z)=\left(z^{2}+9\right)\left(\frac{4 m}{9}-z\right)
$$

attempt to compare their coefficients\\
$-9=-m$ OR $\frac{4 m}{9}=\frac{36}{m}$\\
$m=9$\\
third root is 4\\",Calculator Not Allowed,,,,,,,,,IBDP,,,,,,,,TRUE,2025,
,TRUE,8,7,2023,May,Paper 1,TZ1,"Part of the graph of a function, $f$, is shown in the following diagram. The graph of $y=f(x)$ has a $y$-intercept at $(0,3)$, an $x$-intercept at $(a, 0)$ and a horizontal asymptote $y=-2$.

\includegraphics[width=0.4\textwidth]{2024_09_19_c29dbc4308b1eba6aae0g-11}\\


\section*{(Question 8 continued)}
Consider the function $g(x)=|f(|x|)|$.\\
(a) On the following grid, sketch the graph of $y=g(x)$, labelling any axis intercepts and giving the equation of the asymptote.

\includegraphics[width=0.4\textwidth]{2024_09_19_c29dbc4308b1eba6aae0g-12}\\
(b) Find the possible values of $k$ such that $(g(x))^{2}=k$ has exactly two solutions. \\","Modulus & Inequalities
Properties of Functions",2. Functions,HL,"(a) attempt to reflect $f$ in the $x$ OR $y$ axis\\
\includegraphics[width=0.4\textwidth]{2024_10_08_97dcc1f2247cc95320b3g-16}

(b) $k=0 \quad$ A1\\
$4 \leq k<9 \quad$ A2
",Calculator Not Allowed,,,,,,,,,IBDP,,,,,,,,TRUE,2025,
,TRUE,9,7,2023,May,Paper 1,TZ1,"The function $f$ is defined by $f(y)=\sqrt{r^{2}-y^{2}}$ for $-r \leq y \leq r$.\\
The region enclosed by the graph of $x=f(y)$ and the $y$-axis is rotated by $360^{\circ}$ about the $y$-axis to form a solid sphere. The sphere is drilled through along the $y$-axis, creating a cylindrical hole. The resulting spherical ring has height, $h$.

This information is shown in the following diagrams.\\
diagram not to scale\\
\includegraphics[width=0.4\textwidth]{2024_09_19_c29dbc4308b1eba6aae0g-13}

The spherical ring has a volume of $\pi$ cubic units. Find the value of $h$. ","Geometry
Integral Calculus","3. Geometry and Trigonometry
5. Calculus",HL,"METHOD 1 (subtracting volumes)}
radius of cylinder, $R$ is $\sqrt{r^{2}-\frac{h^{2}}{4}}$ OR $R^{2}=r^{2}-\frac{h^{2}}{4}$ (seen anywhere)\\
correct limits 0 and $\frac{h}{2}$ OR $-\frac{h}{2}$ and $\frac{h}{2}$ (seen anywhere)\\
EITHER\\
volume of part sphere $=\pi \int\left(r^{2}-y^{2}\right) \mathrm{d} y$\\
correct integration\\
$r^{2} y-\frac{y^{3}}{3}$\\
attempt to substitute their limits into their integrated expression\\
$\frac{r^{2} h}{2}-\frac{h^{3}}{24}$\\
recognition that the volume of the ring is $\pi \int\left(r^{2}-y^{2}\right) \mathrm{d} y-\pi R^{2} h$ where $R \neq r$\\
$\pi \int\left(r^{2}-y^{2}\right) \mathrm{d} y-\pi\left(r^{2}-\frac{h^{2}}{4}\right) h$ (or equivalent)\\
correct equation\\
$2 \pi\left(\frac{r^{2} h}{2}-\frac{h^{3}}{24}\right)-\pi r^{2} h+\frac{\pi h^{3}}{4}=\pi \quad$ OR $\frac{h^{3}}{4}-\frac{h^{3}}{12}=1$ (or equivalent)\\
OR\\
recognition that the volume of the ring is $\pi \int\left(\left(r^{2}-y^{2}\right)-\left(r^{2}-\frac{h^{2}}{4}\right)\right) \mathrm{d} y$ (or equivalent)\\
correct integration\\
$\frac{h^{2}}{4} y-\frac{y^{3}}{3}$\\
attempt to substitute their limits into their integrated expression\\
$\frac{h^{3}}{8}-\frac{h^{3}}{24}$\\
correct equation\\
$2 \pi\left(\frac{h^{3}}{8}-\frac{h^{3}}{24}\right)=\pi \quad$ OR $\quad 2\left(\frac{h^{3}}{8}-\frac{h^{3}}{24}\right)=1 \quad$ (or equivalent)

\section*{THEN}
$h=\sqrt[3]{6}$


\section*{METHOD 2 (volume of cylindrical hole)}
radius of cylinder, $R$ is $\sqrt{r^{2}-\frac{h^{2}}{4}}$ OR $R^{2}=r^{2}-\frac{h^{2}}{4}$ (seen anywhere)\\
correct limits $\frac{h}{2}$ and $r$ (seen anywhere)\\
volume of part sphere $=\pi \int\left(r^{2}-y^{2}\right) \mathrm{d} y$\\
correct integration\\
$r^{2} y-\frac{y^{3}}{3}$\\
attempt to substitute their limits into their integrated expression\\
$\frac{2 r^{3}}{3}-\frac{r^{2} h}{2}+\frac{h^{3}}{24}$\\
recognition that the volume of the cylindrical hole is $\pi \int\left(r^{2}-y^{2}\right) \mathrm{d} y+\pi R^{2} h$ where $R \neq r$ $\pi \int\left(r^{2}-y^{2}\right) \mathrm{d} y+\pi\left(r^{2}-\frac{h^{2}}{4}\right) h\left(=\frac{4}{3} \pi r^{3}-\pi\right)$ (or equivalent)\\
correct equation\\
$2 \pi\left(\frac{2 r^{3}}{3}-\frac{r^{2} h}{2}+\frac{h^{3}}{24}\right)+\pi r^{2} h-\frac{\pi h^{3}}{4}=\frac{4}{3} \pi r^{3}-\pi \quad$ OR $\frac{h^{3}}{12}-\frac{h^{3}}{4}=-1 \quad$ (or equivalent)\\
$h=\sqrt[3]{6}$


\section*{METHOD 3 (shells)}
radius of cylinder, $R$ is $\sqrt{r^{2}-\frac{h^{2}}{4}}$ OR $R^{2}=r^{2}-\frac{h^{2}}{4}$ (seen anywhere)\\
attempt to use shells method\\
$2 \pi \int x \sqrt{r^{2}-x^{2}} \mathrm{~d} x$\\
correct limits $r$ and $\sqrt{r^{2}-\frac{h^{2}}{4}}$ (seen anywhere)\\
correct integration\\
$-\frac{1}{3}\left(r^{2}-x^{2}\right)^{\frac{3}{2}}$\\
attempt to substitute their limits into their integrated expression\\
$-\frac{1}{3}\left(0-\left(r^{2}-\left(r^{2}-\frac{h^{2}}{4}\right)\right)^{\frac{3}{2}}\right)$\\
correct equation\\
$2 \times \frac{-2 \pi}{3}\left(0-\left(r^{2}-\left(r^{2}-\frac{h^{2}}{4}\right)\right)^{\frac{3}{2}}\right)=\pi \quad$ OR $\quad 2\left(\frac{2 \pi}{3} \times \frac{h^{3}}{8}\right)=\pi$\\
$h=\sqrt[3]{6}$
",Calculator Not Allowed,,,,,,,,,IBDP,,,,,,,,TRUE,2025,
,TRUE,10,14,2023,May,Paper 1,TZ1,"Consider the arithmetic sequence $u_{1}, u_{2}, u_{3}, \ldots$\\
The sum of the first $n$ terms of this sequence is given by $S_{n}=n^{2}+4 n$.\\
(a) (i) Find the sum of the first five terms.\\
(ii) Given that $S_{6}=60$, find $u_{6}$.\\
(b) Find $u_{1}$.\\
(c) Hence or otherwise, write an expression for $u_{n}$ in terms of $n$.

Consider a geometric sequence, $v_{n}$, where $v_{2}=u_{1}$ and $v_{4}=u_{6}$.\\
(d) Find the possible values of the common ratio, $r$.\\
(e) Given that $v_{99}<0$, find $v_{5}$.",Sequences and Series,1. Numbers and Algebra,HL,"(a) (i) recognition that $n=5$\\
$S_{5}=45$ A1\\
(ii) METHOD 1\\
recognition that $S_{5}+u_{6}=S_{6}$\\
$u_{6}=15$
\end{enumerate}

\section*{METHOD 2}
recognition that $60=\frac{6}{2}\left(S_{1}+u_{6}\right)$\\
$60=3\left(5+u_{6}\right)$\\
$u_{6}=15$

\section*{METHOD 3}
substituting their $u_{1}$ and $d$ values into $u_{1}+(n-1) d$\\
$u_{6}=15$\\
(b) recognition that $u_{1}=S_{1}$ (may be seen in (a)) OR substituting their $u_{6}$ into $S_{6}$ OR equations for $S_{5}$ and $S_{6}$ in terms of $u_{1}$ and $d$\\
$1+4$ OR $60=\frac{6}{2}\left(u_{1}+15\right)$\\
$u_{1}=5$

Question 10 continued\\
(c) EITHER\\
valid attempt to find $d$ (may be seen in (a) or (b))\\
$d=2$\\
OR\\
valid attempt to find $S_{n}-S_{n-1}$\\
$n^{2}+4 n-\left(n^{2}-2 n+1+4 n-4\right)$\\
OR\\
equating $n^{2}+4 n=\frac{n}{2}\left(5+u_{n}\right)$\\
$2 n+8=5+u_{n}$ (or equivalent)\\
THEN\\
$u_{n}=5+2(n-1)$ OR $u_{n}=2 n+3$\\
(d) recognition that $v_{2} r^{2}=v_{4} \mathrm{OR}\left(v_{3}\right)^{2}=v_{2} \times v_{4}$\\
$r^{2}=3$ OR $v_{3}=( \pm) 5 \sqrt{3}$\\
$r= \pm \sqrt{3}$\\
Note: If no working shown, award M1A1AO for $\sqrt{3}$.\\
(e) recognition that $r$ is negative

$$
v_{5}=-15 \sqrt{3} \quad\left(=-\frac{45}{\sqrt{3}}\right)
$$

",Calculator Not Allowed,,,,,,,,,IBDP,,,,,,,,TRUE,2025,
